V1,V2,V3,V4,term
1.48579284517417,-0.19265155529589,-0.865795496650705,0.657589095819578,mayes48
0.409046047770012,1.31526384432041,1.17791870946371,-1.890385377716,classic soul qualities
2.09483735285827,1.40566642342161,-0.738534687600656,1.98747651365843,ed vedder
2.39565911346654,-1.57200384881102,-1.58471787417948,1.63877977576367,tavfm
-0.08938596473164,-1.44254820578626,1.73220629750671,-0.805960326330411,easy now
2.01054383974562,-2.87250524754944,-1.68733783398173,-0.648723251678484,song that makes you want to dance after a shitty week
0.707546657304706,0.441628210585635,0.39350136395197,-0.671175622774523,stones
-0.147558910586359,-0.892389281424081,1.97368286791836,-0.444476289397327,sheer awesome
0.905020141301769,1.8625497838541,-0.928841132184004,-1.4779014433138,gamle ole
-0.35628839273844,-0.886493734115909,1.10891365886448,1.27096347405564,i want to fuck this song
0.571485435100352,2.56702753439009,1.90493123971309,-1.99607513145457,dance top
1.23915693788085,-0.795318665367179,-0.316352969496356,-1.32932411282142,good ghosts from the past
0.0426438006752083,1.05298218478276,0.751491474451357,0.0639618642470603,oldiess
-1.39907262288205,-1.52712176342712,0.682087498787545,-2.54218685936687,aana
-1.22217125325665,2.32751612870832,2.33464185736318,-1.98426747107718,poppy punky rock
2.10326234160061,-0.52528348777024,0.9411035001353,2.13863844721169,hurina
2.27954428071757,1.7324356183518,-0.157853941586268,0.0816017712000353,my trance
-0.525631526048651,-0.16378942886034,1.33071033986043,0.579346143352072,best of artist
-0.529206659451051,0.403224585196669,1.57638311416739,2.42950842132267,commercial
0.541764831998315,-1.47403813085149,0.551577177628191,-2.56600728943134,dth
-1.19091601526758,-1.88571785026637,1.61171115803418,-0.58065565927095,soft moods
0.291530129976605,0.0993229583805995,1.787505672094,-1.30196260134152,better than radiohead
-0.764400742992731,-0.465806527361367,0.802274949791373,0.033073740617308,tower of song
2.09805547450469,0.15132745182757,3.00769968804039,1.79201730742779,a highly synthetic sonority
0.262806581307223,-2.87125189656919,-0.982653408589823,0.557856182403081,modern romance
1.17244193076842,-0.786499163833075,0.205338237455216,-1.67240896618873,music for my soul
-1.03820762579819,2.29804801607827,1.96926680378623,2.15972237497194,station 9
1.44920689205893,1.94225520665688,0.706639001676179,2.48292214959359,as good as it gets
1.40916841147288,0.477933205141243,-1.40073933127045,-0.01023321843755,barbwire clasic rock
-1.60384237970444,-2.33000956975743,-0.656378229664807,-2.17489764279945,vemu
2.58546816688115,2.17276811647109,-1.39361808352301,1.67456623732934,the big questions
0.307854224667848,-0.99414693076615,1.07460159429068,-0.438320223418673,all time favs
2.30845158204414,-0.401872636831633,-0.273570996803637,-2.31047482602317,clear pronunciation
0.723856270745764,-0.56161367791861,0.268904847515555,0.820672879173097,great words
-1.94122095988689,-1.33365581779019,1.69481409023587,0.884826859388116,guzel
0.956618632927885,-0.754843685386182,0.367836734671423,0.80375762607433,legends of rock
-1.08467444896373,-0.568435564480779,1.51166016621908,1.12419567316544,kloron - top 500 van 2006
-2.32578604007126,-1.14800881350173,2.34390968731182,0.889282570596367,xanbaldaio-organicosofa
0.263184924316878,-0.195404185281758,0.619089077225324,-1.25629116555345,favorite country
2.47038186137112,-1.14893444734677,-2.40952056562619,0.260092420764602,oldies love
0.997796782282677,-0.610048496195379,-0.153861313722731,1.60507354055664,diamond head
1.47176333626996,0.409634316036975,1.36104566590765,-1.05467079398755,music to download
1.12305433815642,0.627931387018705,0.318196682353124,-2.88785976446707,2010 list
-0.0281392218065434,1.44657962274548,1.27927979214325,-0.779878730302039,kiss them for me
-0.646761847648293,-2.8082377419839,1.05245895411307,0.767822881390883,pre-party
-1.52858984331795,2.59270202944031,1.84843319748098,2.14432395662902,jaimes favorites
1.1443082964544,1.81880816367286,-0.501949963704557,-0.354777678011519,dead heart
0.382885047774779,0.791674566029213,1.45906525834177,-1.30815507476683,rabafuesesch
-1.53383618645792,-0.471163620766454,2.38702466232974,2.11254693248898,ro-top
1.86915008092979,3.04591869848173,0.480764544457918,-2.33209929203153,70s college faves
0.00599366820120606,0.305470686161395,1.07716534752483,-1.86529178570893,literatec favorites
-0.463330964666098,1.51258467340901,1.66796093423074,-2.34403566344363,wakeup
1.3367045688805,1.62966401299122,0.153436665540293,0.0132515463659428,fun fun fun
1.27255961868424,-1.4390492746899,1.07835910111758,0.982308720616938,e-motion
1.71279821067783,0.592093454578034,-0.464190196672258,0.729243428426121,gta sa
0.184833628889805,2.22194606452928,2.72872117435295,1.17939039868067,straight drum beats
1.03397946020027,0.546863672947972,0.995895126404969,2.23658505000895,reminds me of someone
-1.06627543306926,-2.27123903050805,2.42852563402295,-1.77743864714935,turningon
-0.120101546578477,-1.65668528443707,1.3304114432096,-0.483955616321749,oldies favorites
2.06386475372344,-1.37016891138905,-1.39665442023054,-2.53254653236395,-soul-funk-blues-rnb-
-0.140690698694133,-0.226765064850916,1.897075412879,1.83177237834215,pure pleasure
1.26499794037091,-2.02601938154461,-1.31160315864241,-3.02405345635391,hardrock mood
0.679172831660904,-0.113356088793273,0.556518806979429,-1.82631423304913,i adore this regardless of how embarrassing it is
1.33260249112649,-1.55407420840643,-1.26398956214388,1.53985345976651,kid-safe
-0.405175455454539,-2.5786147330637,-0.495260960267478,-0.537140384084538,station 1
-1.38150025852459,-1.87930859578242,2.16735014038624,-2.83870965942915,olspur july radio
1.89596813844698,-0.32050399373582,-1.44984504505721,-1.59725565457686,sexy time
1.54313269235881,0.57421718914902,-2.9940794363577,-0.00420955754931696,song to sing to
1.58953532609632,-1.37560669912485,-0.390619221060725,1.75974681383228,the seductive
0.896877357648296,-0.745550604817665,0.137230605546896,-1.13068571256393,cunt
-1.26734154057072,0.0189020289810135,2.42511494934962,1.46424076775037,left of center
2.42508892557041,-0.178785983185594,-1.63165069391759,-0.700980909975656,alternative hard rock
-1.04842127553591,-3.24203616368847,0.462403990406165,1.06281136758155,flya alternative nineties
1.71174684181469,-2.35839758374252,-0.9699267473024,2.73728622961827,synth riffs
-0.835265844504707,1.03125578237485,2.79770733065017,-1.36272336978797,popender-b0lzen
2.57749813247793,1.10919299587115,-0.186940720632904,2.03893247595501,early rocknroll
0.948075660274992,1.54793832294773,2.17835389283717,1.64667624878874,moodlemoot
0.870388101875876,-2.84272037076122,-2.45980808803339,1.35216956629145,nuodaifav
0.584527720302646,-2.18248838799702,-0.823969045100912,2.55601919144955,party songs
2.3344203364299,0.244768744507816,-0.201918510864703,2.18204689085716,zero
-0.542380901707887,-0.571357536153663,1.55842241805297,-0.222967092421183,50cw
2.21157831031309,-0.415360182328933,-2.77905881592233,-1.97753957644222,summer in the city
-1.57431725376117,1.66753244644941,2.88643771753416,-0.386082845245797,that girl
-0.576122225430057,0.310233784670038,1.8573597096589,-0.925155524014142,karaoke
0.132348993402733,-1.38851626855819,-0.293788143507877,1.24399146574149,soul remedy
