V1,V2,V3,V4,V5,V6,V7,V8,term
-1.85897503311047,1.85138431499241,-0.830395286408966,-0.101285055851274,-1.04249376772394,-2.05834206181618,-0.304365423314295,1.31353384335352,mayes48
1.58146363699029,0.732382815008069,0.83190583100421,-1.0972905389631,1.23169385267979,-1.35598672129244,-1.84241891819162,0.802453654391864,classic soul qualities
1.46719467502074,0.816540886577258,-2.08290323515714,-1.59933524430787,2.53220130078786,-2.83662678356444,1.52474673700822,0.616631473651068,ed vedder
1.18844366678846,-0.364371464845748,2.10296431920474,-2.52206524284779,0.819989119454609,-0.516508614491769,-1.00743967345052,1.16368382538613,tavfm
-0.840371522409426,1.3962014776148,-1.20291938465418,-1.33518371382613,1.75797168192727,2.67751677709786,1.42501053588166,-0.994732503393965,easy now
2.59051879287597,-1.44787478751718,1.11930088052284,1.46165386294887,-0.816729387184828,-1.98053854245999,-2.36691232773275,-1.0878846833477,song that makes you want to dance after a shitty week
1.22561599541155,-0.113838643163611,-0.461962417580818,0.865955744805737,0.730570971674836,-0.707937415132911,-0.689776607375325,0.259105702925386,stones
2.85614529178521,-0.808884446089014,0.600877705985724,-0.252463257357232,-0.163046065418195,0.720865070830901,-2.07073945576865,-1.03690615072666,sheer awesome
1.22115721703606,1.70689413942948,0.0705148424852097,-2.39670474111259,-2.37050889986883,-0.347109090018807,-1.59141486356477,-1.56116997819482,gamle ole
-1.78976638847396,0.334828251898187,-1.1573668206413,-0.388175394620716,-1.44809512162175,1.68650533686627,-2.39399144315729,0.494447522305018,i want to fuck this song
-0.0667726754702,-0.263944940718179,-1.18747873890663,-0.0922450466622042,1.65300817950187,-2.38808969069878,-0.505037102847872,2.47870084580406,dance top
0.753114869671082,1.56542381229261,-0.486211947910711,-0.24403444256039,-0.781398439796882,1.37159234974967,1.90413870169701,-0.637336304721524,good ghosts from the past
0.99829284236446,0.0440873384217198,-0.345174774761281,-2.25972424239477,-0.437393604106352,-0.0143421988627255,-0.746096970071649,-0.748288393438553,oldiess
-0.739142111917212,0.543124703379282,1.08643673128732,0.955950826144304,1.86735022954115,-1.3553509692659,2.1782314482209,2.19209369417576,aana
2.21933150215233,-1.38365690707031,1.6278581207318,2.21350387799947,0.383690104022935,-1.18420784187682,-1.87261464116821,-2.12503093327736,poppy punky rock
0.820298686748587,1.39308323217594,1.85707987013646,-2.46666362219816,2.0040127288879,1.04940593119278,0.833536709063715,2.07012326162804,hurina
1.11872244621066,-0.407593394840595,0.555056406280587,-1.25690398291219,2.40879295253882,2.08100860877251,-1.53997762726432,-0.422352528399336,my trance
0.339844756493991,-0.0767328612650495,1.60590450818793,-0.827745661027238,-1.53516955015314,0.0468865978820508,-1.41349035501614,0.255177668514295,best of artist
0.783978414323489,1.27404140231284,-0.745862468264282,1.5723664248221,0.290798634975173,-1.81155046862615,2.22381284207336,0.0437250286257942,commercial
0.643160133418552,2.21270967659485,2.54022206405876,-0.842458624465028,1.50371616120416,-0.565990400292859,0.87741794613792,-0.0982799168059871,dth
-1.85294545371534,1.6699643638891,0.905798983967508,-0.437934650245487,-0.496556597333533,-2.22995948431717,-0.0400558644336315,1.88895762067411,soft moods
0.546694097687076,0.978927991087467,0.449193768925488,0.362711648585016,2.61903710929193,-0.600706089648748,-1.23323781264011,0.339134847570727,better than radiohead
0.556822291826061,-0.417217203875422,0.468268937706846,-0.82827659369015,0.663864494112,-0.452786525829863,2.34554479257206,1.23270263279934,tower of song
-1.51859123211349,2.17152277823376,-2.22346197704536,0.659416838796338,1.72000902473539,1.45840707217819,-0.85551570949097,1.04327809919336,a highly synthetic sonority
-1.65915687464997,1.51355402876943,-0.426556734051289,-0.488092229392488,1.20124387464879,-1.72485661953718,-2.49781839310795,-2.10234231185998,modern romance
0.0238255808577522,0.570385798040227,0.740544376960942,1.88476896575364,-1.24150301784472,0.831221491318339,2.16807136576134,1.18333924269288,music for my soul
