0,1,2,3,4,5,6,7,term
48.72812,16.662338,28.393202,27.110222,117.04353,33.649563,-6.9866347,-49.44161,alternative rock
63.61132,-57.025627,-28.585743,-15.163548,28.71376,47.868515,37.03366,-32.654263,rock
96.42257,-62.173347,60.504997,-0.6507598,58.572914,51.755795,-65.67656,-0.6319877,hard rock
24.498106,-99.167625,29.863934,48.49819,67.68779,7.3247495,-25.576084,-52.373108,heavy metal
10.872829,77.523865,3.0030286,-4.026633,-46.990864,-20.767027,35.756226,23.844286,00s
-1.2967813,0.14688832,0.013686768,2.6974218,-1.0785153,-4.0209675,-0.4938639,-4.8843417,5
-3.9508934,3.7345564,-2.0300293,1.7481508,-4.2090793,-3.1374695,4.485014,-8.896081,check this out
1.3851106,-0.029026141,2.308102,0.6689413,1.702972,-1.47788,0.40289688,-2.8714366,bay area
0.70008016,-30.341276,6.9703894,32.882744,-32.15265,19.886808,68.956215,73.64693,classic
-79.977486,-78.87077,75.22829,17.548958,-46.57172,55.805244,6.2141356,17.057686,hip-hop
-1.0281076,0.08637216,0.65558565,0.95630866,-2.7924898,-0.16554497,0.40146652,-0.21168011,stream
-3.0975714,-3.4100566,2.5862603,1.9503995,-5.985623,-2.2784379,4.2113047,-2.4945767,1979-2006: a hip-hop odyssey - 800 tracks in a 48 minute mix
69.20568,-66.91167,-79.81612,42.575184,-60.471096,34.239403,-66.899536,25.24535,60s
-11.309384,-35.31372,18.888517,-20.676731,-105.12899,23.412834,-81.95153,14.969303,soul
71.67292,-16.58466,-15.363681,-44.899242,-62.947525,35.75892,7.2517114,26.142412,pop
97.2307,8.762872,-3.2293782,8.306685,-11.990072,-56.43391,20.50393,12.00086,male vocalists
87.52351,-2.62848,19.643644,-4.0166764,-27.865826,-10.037988,-85.2317,20.642021,oldies
-0.645383,-1.7512571,-1.339882,2.7787864,-2.348422,-2.2622726,0.020928651,-2.1308641,1969
12.784333,-18.875587,-2.952828,28.582764,-19.344603,-46.846897,-28.009705,-19.924232,close harmony
1.8870019,0.51911587,0.64514744,2.0097299,-2.1583667,-2.146463,-3.776233,0.07841035,1960s
21.64042,1.0598226,-0.3543049,2.5424292,-3.008337,-13.698415,4.7045937,1.7817314,sixties
-19.625069,70.55881,-31.878374,37.607067,39.28836,60.0383,4.0508466,1.8978618,beautiful
37.961224,14.079745,-88.16585,25.62448,-21.474926,17.931986,40.690502,5.547747,love
1.2834609,-1.3625093,-0.44816357,1.4692004,-2.2200987,-2.3892925,0.36614087,-1.3353053,60's
4.7734823,-5.17029,-4.5471015,-1.2588658,-5.3469524,-3.0568783,-0.48567197,-7.7674246,1960's
10.8952875,-9.300509,-9.710852,-3.765225,-17.153791,-11.085138,-1.4025002,-17.28067,jukebox heaven
32.632076,-20.371489,-22.884987,-9.099834,-33.75399,-12.964193,-10.4826565,-25.85926,60s gold
27.925316,-20.440397,-20.051207,-8.179109,-28.520798,-11.216087,-5.578868,-24.435514,gh10
34.92913,-28.714676,-23.664568,-9.248142,-30.750998,-14.951736,-1.2654612,-31.394783,radiotsar approved
84.46479,-10.049634,-30.649958,10.564451,27.407274,-22.02575,-57.59431,-62.61628,classic rock
-34.2874,-16.111742,-66.009926,-7.5745916,-0.7465203,74.96897,56.030926,-88.54565,psychedelic
-1.1585402,0.27429643,1.2161591,3.6804225,-0.93426424,-3.220163,-0.9754583,-1.384398,blues rock
7.7155895,-108.19231,58.63643,-49.672184,-32.027508,56.94565,-30.405437,-53.404175,latin
13.933201,-24.911974,-23.544752,-74.64447,-62.68941,57.552406,-17.29951,-79.80555,jazz
129.96443,51.037308,-41.91415,-4.7210975,36.544346,63.61465,-29.967443,12.956576,singer-songwriter
